targetCate,trialType,stimIndex,duration,probeLeftIndex,probeRightIndex,probeOrder
Face,presurprise,9,short,,,DurationFirst
Face,presurprise,76,short,,,DurationFirst
Face,presurprise,97,long,,,DurationFirst
Face,presurprise,77,short,,,DurationFirst
Face,presurprise,103,long,,,DurationFirst
Face,presurprise,87,long,,,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,presurprise,31,long,,,DurationFirst
Face,presurprise,48,long,,,DurationFirst
Face,presurprise,90,short,,,DurationFirst
Face,presurprise,68,long,,,DurationFirst
Face,presurprise,18,short,,,DurationFirst
Face,presurprise,93,short,,,DurationFirst
Face,presurprise,46,long,,,DurationFirst
Face,presurprise,35,short,,,DurationFirst
Face,presurprise,15,short,,,DurationFirst
Face,presurprise,101,short,,,DurationFirst
Face,presurprise,89,long,,,DurationFirst
Face,presurprise,44,short,,,DurationFirst
Face,presurprise,60,short,,,DurationFirst
Face,presurprise,40,short,,,DurationFirst
Face,presurprise,5,long,,,DurationFirst
Face,presurprise,111,long,,,DurationFirst
Face,presurprise,21,long,,,DurationFirst
Face,presurprise,109,short,,,DurationFirst
Face,presurprise,34,long,,,DurationFirst
Face,presurprise,47,short,,,DurationFirst
Face,presurprise,50,long,,,DurationFirst
Face,presurprise,64,long,,,DurationFirst
Face,presurprise,1,long,,,DurationFirst
Face,presurprise,98,long,,,DurationFirst
Face,presurprise,6,long,,,DurationFirst
Face,presurprise,99,short,,,DurationFirst
Face,presurprise,25,short,,,DurationFirst
Face,presurprise,55,short,,,DurationFirst
Face,presurprise,20,short,,,DurationFirst
Face,presurprise,112,short,,,DurationFirst
Face,presurprise,113,long,,,DurationFirst
Face,presurprise,114,long,,,DurationFirst
Face,surprise,93,short,93.0,57.0,DurationFirst
Face,postsurprise,64,long,64.0,82.0,DurationFirst
Face,postsurprise,38,short,20.0,38.0,DurationFirst
Face,postsurprise,79,long,79.0,97.0,DurationFirst
Face,postsurprise,44,long,26.0,44.0,DurationFirst
Face,presurprise,34,short,,,DurationFirst
Face,presurprise,80,short,,,DurationFirst
Face,presurprise,47,short,,,DurationFirst
Face,presurprise,2,long,,,DurationFirst
Face,presurprise,112,long,,,DurationFirst
Face,presurprise,64,long,,,DurationFirst
Face,presurprise,95,long,,,DurationFirst
Face,presurprise,94,short,,,DurationFirst
Face,presurprise,32,short,,,DurationFirst
Face,presurprise,44,short,,,DurationFirst
Face,presurprise,31,long,,,DurationFirst
Face,presurprise,85,short,,,DurationFirst
Face,presurprise,81,short,,,DurationFirst
Face,presurprise,73,long,,,DurationFirst
Face,presurprise,54,long,,,DurationFirst
Face,presurprise,74,long,,,DurationFirst
Face,presurprise,27,long,,,DurationFirst
Face,presurprise,68,short,,,DurationFirst
Face,presurprise,4,short,,,DurationFirst
Face,presurprise,7,short,,,DurationFirst
Face,presurprise,96,short,,,DurationFirst
Face,presurprise,102,long,,,DurationFirst
Face,presurprise,97,long,,,DurationFirst
Face,presurprise,69,long,,,DurationFirst
Face,presurprise,37,long,,,DurationFirst
Face,presurprise,75,long,,,DurationFirst
Face,presurprise,3,short,,,DurationFirst
Face,presurprise,65,long,,,DurationFirst
Face,presurprise,113,short,,,DurationFirst
Face,presurprise,51,short,,,DurationFirst
Face,presurprise,35,long,,,DurationFirst
Face,presurprise,109,long,,,DurationFirst
Face,presurprise,71,short,,,DurationFirst
Face,presurprise,110,long,,,DurationFirst
Face,presurprise,41,long,,,DurationFirst
Face,presurprise,72,short,,,DurationFirst
Face,presurprise,111,short,,,DurationFirst
Face,presurprise,10,long,,,DurationFirst
Face,presurprise,114,short,,,DurationFirst
Face,presurprise,30,short,,,DurationFirst
Face,presurprise,106,short,,,DurationFirst
Face,presurprise,6,long,,,DurationFirst
Face,surprise,108,short,72.0,108.0,DurationFirst
Face,postsurprise,104,short,68.0,104.0,DurationFirst
Face,postsurprise,17,long,17.0,35.0,DurationFirst
Face,postsurprise,67,long,67.0,103.0,DurationFirst
Face,postsurprise,48,long,48.0,30.0,DurationFirst
Face,presurprise,20,long,,,DurationFirst
Face,presurprise,18,short,,,DurationFirst
Face,presurprise,44,short,,,DurationFirst
Face,presurprise,93,long,,,DurationFirst
Face,presurprise,62,long,,,DurationFirst
Face,presurprise,109,long,,,DurationFirst
Face,presurprise,10,short,,,DurationFirst
Face,presurprise,84,short,,,DurationFirst
Face,presurprise,78,short,,,DurationFirst
Face,presurprise,64,long,,,DurationFirst
Face,presurprise,1,long,,,DurationFirst
Face,presurprise,30,short,,,DurationFirst
Face,presurprise,92,short,,,DurationFirst
Face,presurprise,17,short,,,DurationFirst
Face,presurprise,68,short,,,DurationFirst
Face,presurprise,29,short,,,DurationFirst
Face,presurprise,33,long,,,DurationFirst
Face,presurprise,107,short,,,DurationFirst
Face,presurprise,73,long,,,DurationFirst
Face,presurprise,61,short,,,DurationFirst
Face,presurprise,111,long,,,DurationFirst
Face,presurprise,4,long,,,DurationFirst
Face,presurprise,88,short,,,DurationFirst
Face,presurprise,34,short,,,DurationFirst
Face,presurprise,114,short,,,DurationFirst
Face,presurprise,105,long,,,DurationFirst
Face,presurprise,49,long,,,DurationFirst
Face,presurprise,41,long,,,DurationFirst
Face,presurprise,101,short,,,DurationFirst
Face,presurprise,39,short,,,DurationFirst
Face,presurprise,81,long,,,DurationFirst
Face,presurprise,42,long,,,DurationFirst
Face,presurprise,112,long,,,DurationFirst
Face,presurprise,45,short,,,DurationFirst
Face,presurprise,14,long,,,DurationFirst
Face,presurprise,77,long,,,DurationFirst
Face,presurprise,67,short,,,DurationFirst
Face,presurprise,25,long,,,DurationFirst
Face,presurprise,94,long,,,DurationFirst
Face,presurprise,113,short,,,DurationFirst
Face,presurprise,72,long,,,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,surprise,93,short,75.0,93.0,DurationFirst
Face,postsurprise,97,short,97.0,61.0,DurationFirst
Face,postsurprise,16,short,16.0,52.0,DurationFirst
Face,postsurprise,74,short,92.0,74.0,DurationFirst
Face,postsurprise,48,long,48.0,30.0,DurationFirst
Face,presurprise,64,short,,,DurationFirst
Face,presurprise,45,long,,,DurationFirst
Face,presurprise,28,long,,,DurationFirst
Face,presurprise,52,short,,,DurationFirst
Face,presurprise,99,short,,,DurationFirst
Face,presurprise,7,short,,,DurationFirst
Face,presurprise,111,short,,,DurationFirst
Face,presurprise,89,short,,,DurationFirst
Face,presurprise,67,long,,,DurationFirst
Face,presurprise,17,long,,,DurationFirst
Face,presurprise,60,short,,,DurationFirst
Face,presurprise,41,short,,,DurationFirst
Face,presurprise,105,long,,,DurationFirst
Face,presurprise,22,short,,,DurationFirst
Face,presurprise,102,long,,,DurationFirst
Face,presurprise,109,short,,,DurationFirst
Face,presurprise,83,short,,,DurationFirst
Face,presurprise,26,long,,,DurationFirst
Face,presurprise,37,long,,,DurationFirst
Face,presurprise,11,short,,,DurationFirst
Face,presurprise,94,long,,,DurationFirst
Face,presurprise,80,long,,,DurationFirst
Face,presurprise,61,short,,,DurationFirst
Face,presurprise,18,long,,,DurationFirst
Face,presurprise,24,short,,,DurationFirst
Face,presurprise,113,short,,,DurationFirst
Face,presurprise,86,long,,,DurationFirst
Face,presurprise,93,short,,,DurationFirst
Face,presurprise,110,long,,,DurationFirst
Face,presurprise,114,long,,,DurationFirst
Face,presurprise,112,long,,,DurationFirst
Face,presurprise,14,short,,,DurationFirst
Face,presurprise,74,long,,,DurationFirst
Face,presurprise,55,long,,,DurationFirst
Face,presurprise,21,long,,,DurationFirst
Face,presurprise,48,short,,,DurationFirst
Face,presurprise,106,short,,,DurationFirst
Face,presurprise,72,long,,,DurationFirst
Face,presurprise,15,long,,,DurationFirst
Face,presurprise,31,short,,,DurationFirst
Face,presurprise,38,long,,,DurationFirst
Face,presurprise,77,short,,,DurationFirst
Face,surprise,100,short,64.0,100.0,DurationFirst
Face,postsurprise,86,long,86.0,68.0,DurationFirst
Face,postsurprise,27,short,27.0,9.0,DurationFirst
Face,postsurprise,106,long,106.0,70.0,DurationFirst
Face,postsurprise,17,long,53.0,17.0,DurationFirst
Face,presurprise,102,short,,,DurationFirst
Face,presurprise,9,short,,,DurationFirst
Face,presurprise,105,long,,,DurationFirst
Face,presurprise,88,short,,,DurationFirst
Face,presurprise,58,long,,,DurationFirst
Face,presurprise,34,long,,,DurationFirst
Face,presurprise,71,short,,,DurationFirst
Face,presurprise,68,long,,,DurationFirst
Face,presurprise,101,long,,,DurationFirst
Face,presurprise,41,short,,,DurationFirst
Face,presurprise,80,long,,,DurationFirst
Face,presurprise,32,short,,,DurationFirst
Face,presurprise,59,long,,,DurationFirst
Face,presurprise,54,short,,,DurationFirst
Face,presurprise,22,short,,,DurationFirst
Face,presurprise,112,long,,,DurationFirst
Face,presurprise,82,long,,,DurationFirst
Face,presurprise,75,short,,,DurationFirst
Face,presurprise,61,short,,,DurationFirst
Face,presurprise,81,short,,,DurationFirst
Face,presurprise,26,long,,,DurationFirst
Face,presurprise,21,long,,,DurationFirst
Face,presurprise,15,short,,,DurationFirst
Face,presurprise,96,short,,,DurationFirst
Face,presurprise,13,long,,,DurationFirst
Face,presurprise,46,long,,,DurationFirst
Face,presurprise,111,short,,,DurationFirst
Face,presurprise,42,long,,,DurationFirst
Face,presurprise,91,long,,,DurationFirst
Face,presurprise,113,long,,,DurationFirst
Face,presurprise,109,short,,,DurationFirst
Face,presurprise,114,long,,,DurationFirst
Face,presurprise,92,short,,,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,presurprise,38,short,,,DurationFirst
Face,presurprise,90,long,,,DurationFirst
Face,presurprise,17,long,,,DurationFirst
Face,presurprise,11,long,,,DurationFirst
Face,presurprise,7,short,,,DurationFirst
Face,presurprise,67,short,,,DurationFirst
Face,presurprise,19,short,,,DurationFirst
Face,presurprise,48,long,,,DurationFirst
Face,surprise,97,short,79.0,97.0,DurationFirst
Face,postsurprise,84,long,66.0,84.0,DurationFirst
Face,postsurprise,31,long,49.0,31.0,DurationFirst
Face,postsurprise,90,short,108.0,90.0,DurationFirst
Face,postsurprise,4,long,4.0,22.0,DurationFirst
Face,presurprise,51,short,,,DurationFirst
Face,presurprise,88,short,,,DurationFirst
Face,presurprise,69,long,,,DurationFirst
Face,presurprise,66,long,,,DurationFirst
Face,presurprise,35,long,,,DurationFirst
Face,presurprise,40,short,,,DurationFirst
Face,presurprise,107,long,,,DurationFirst
Face,presurprise,25,long,,,DurationFirst
Face,presurprise,38,long,,,DurationFirst
Face,presurprise,60,long,,,DurationFirst
Face,presurprise,93,short,,,DurationFirst
Face,presurprise,9,long,,,DurationFirst
Face,presurprise,12,long,,,DurationFirst
Face,presurprise,85,long,,,DurationFirst
Face,presurprise,68,short,,,DurationFirst
Face,presurprise,112,short,,,DurationFirst
Face,presurprise,3,long,,,DurationFirst
Face,presurprise,1,short,,,DurationFirst
Face,presurprise,41,short,,,DurationFirst
Face,presurprise,113,long,,,DurationFirst
Face,presurprise,26,short,,,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,presurprise,109,long,,,DurationFirst
Face,presurprise,74,long,,,DurationFirst
Face,presurprise,99,short,,,DurationFirst
Face,presurprise,31,short,,,DurationFirst
Face,presurprise,111,short,,,DurationFirst
Face,presurprise,95,long,,,DurationFirst
Face,presurprise,62,short,,,DurationFirst
Face,presurprise,52,long,,,DurationFirst
Face,presurprise,32,long,,,DurationFirst
Face,presurprise,79,long,,,DurationFirst
Face,presurprise,18,short,,,DurationFirst
Face,presurprise,94,short,,,DurationFirst
Face,presurprise,55,short,,,DurationFirst
Face,presurprise,114,long,,,DurationFirst
Face,presurprise,29,short,,,DurationFirst
Face,presurprise,46,long,,,DurationFirst
Face,presurprise,108,long,,,DurationFirst
Face,presurprise,6,short,,,DurationFirst
Face,presurprise,82,short,,,DurationFirst
Face,presurprise,83,short,,,DurationFirst
Face,surprise,107,short,71.0,107.0,DurationFirst
Face,postsurprise,76,short,58.0,76.0,DurationFirst
Face,postsurprise,46,long,10.0,46.0,DurationFirst
Face,postsurprise,90,long,90.0,72.0,DurationFirst
Face,postsurprise,38,short,38.0,2.0,DurationFirst
Face,presurprise,11,short,,,DurationFirst
Face,presurprise,40,long,,,DurationFirst
Face,presurprise,20,long,,,DurationFirst
Face,presurprise,16,long,,,DurationFirst
Face,presurprise,30,long,,,DurationFirst
Face,presurprise,14,long,,,DurationFirst
Face,presurprise,25,short,,,DurationFirst
Face,presurprise,113,short,,,DurationFirst
Face,presurprise,83,long,,,DurationFirst
Face,presurprise,88,long,,,DurationFirst
Face,presurprise,68,long,,,DurationFirst
Face,presurprise,98,short,,,DurationFirst
Face,presurprise,5,short,,,DurationFirst
Face,presurprise,55,long,,,DurationFirst
Face,presurprise,59,short,,,DurationFirst
Face,presurprise,42,short,,,DurationFirst
Face,presurprise,92,short,,,DurationFirst
Face,presurprise,63,short,,,DurationFirst
Face,presurprise,44,short,,,DurationFirst
Face,presurprise,97,short,,,DurationFirst
Face,presurprise,112,long,,,DurationFirst
Face,presurprise,36,long,,,DurationFirst
Face,presurprise,94,long,,,DurationFirst
Face,presurprise,90,short,,,DurationFirst
Face,presurprise,87,long,,,DurationFirst
Face,presurprise,67,long,,,DurationFirst
Face,presurprise,45,long,,,DurationFirst
Face,presurprise,89,short,,,DurationFirst
Face,presurprise,57,short,,,DurationFirst
Face,presurprise,49,short,,,DurationFirst
Face,presurprise,46,long,,,DurationFirst
Face,presurprise,3,short,,,DurationFirst
Face,presurprise,100,long,,,DurationFirst
Face,presurprise,110,long,,,DurationFirst
Face,presurprise,19,short,,,DurationFirst
Face,presurprise,114,short,,,DurationFirst
Face,presurprise,111,short,,,DurationFirst
Face,presurprise,17,long,,,DurationFirst
Face,presurprise,109,long,,,DurationFirst
Face,presurprise,102,long,,,DurationFirst
Face,presurprise,78,short,,,DurationFirst
Face,presurprise,33,short,,,DurationFirst
Face,surprise,91,long,91.0,73.0,DurationFirst
Face,postsurprise,101,short,65.0,101.0,DurationFirst
Face,postsurprise,6,short,6.0,42.0,DurationFirst
Face,postsurprise,62,long,98.0,62.0,DurationFirst
Face,postsurprise,16,short,52.0,16.0,DurationFirst
Face,presurprise,35,short,,,DurationFirst
Face,presurprise,15,long,,,DurationFirst
Face,presurprise,66,short,,,DurationFirst
Face,presurprise,19,short,,,DurationFirst
Face,presurprise,55,long,,,DurationFirst
Face,presurprise,96,long,,,DurationFirst
Face,presurprise,101,short,,,DurationFirst
Face,presurprise,71,short,,,DurationFirst
Face,presurprise,87,long,,,DurationFirst
Face,presurprise,6,long,,,DurationFirst
Face,presurprise,106,long,,,DurationFirst
Face,presurprise,45,long,,,DurationFirst
Face,presurprise,23,short,,,DurationFirst
Face,presurprise,34,long,,,DurationFirst
Face,presurprise,100,short,,,DurationFirst
Face,presurprise,81,short,,,DurationFirst
Face,presurprise,111,short,,,DurationFirst
Face,presurprise,38,short,,,DurationFirst
Face,presurprise,46,short,,,DurationFirst
Face,presurprise,47,long,,,DurationFirst
Face,presurprise,76,short,,,DurationFirst
Face,presurprise,14,short,,,DurationFirst
Face,presurprise,113,long,,,DurationFirst
Face,presurprise,4,long,,,DurationFirst
Face,presurprise,36,long,,,DurationFirst
Face,presurprise,12,short,,,DurationFirst
Face,presurprise,61,short,,,DurationFirst
Face,presurprise,86,long,,,DurationFirst
Face,presurprise,109,short,,,DurationFirst
Face,presurprise,39,short,,,DurationFirst
Face,presurprise,7,short,,,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,presurprise,108,long,,,DurationFirst
Face,presurprise,26,long,,,DurationFirst
Face,presurprise,112,long,,,DurationFirst
Face,presurprise,114,long,,,DurationFirst
Face,presurprise,59,long,,,DurationFirst
Face,presurprise,49,long,,,DurationFirst
Face,presurprise,85,long,,,DurationFirst
Face,presurprise,56,long,,,DurationFirst
Face,presurprise,93,short,,,DurationFirst
Face,presurprise,80,short,,,DurationFirst
Face,surprise,92,long,92.0,74.0,DurationFirst
Face,postsurprise,66,short,66.0,102.0,DurationFirst
Face,postsurprise,52,long,52.0,34.0,DurationFirst
Face,postsurprise,108,short,108.0,72.0,DurationFirst
Face,postsurprise,53,long,53.0,35.0,DurationFirst
Face,presurprise,28,short,,,DurationFirst
Face,presurprise,3,long,,,DurationFirst
Face,presurprise,77,short,,,DurationFirst
Face,presurprise,80,long,,,DurationFirst
Face,presurprise,113,short,,,DurationFirst
Face,presurprise,104,short,,,DurationFirst
Face,presurprise,27,short,,,DurationFirst
Face,presurprise,90,long,,,DurationFirst
Face,presurprise,64,long,,,DurationFirst
Face,presurprise,71,short,,,DurationFirst
Face,presurprise,12,long,,,DurationFirst
Face,presurprise,16,short,,,DurationFirst
Face,presurprise,43,long,,,DurationFirst
Face,presurprise,41,short,,,DurationFirst
Face,presurprise,29,long,,,DurationFirst
Face,presurprise,109,short,,,DurationFirst
Face,presurprise,93,long,,,DurationFirst
Face,presurprise,102,long,,,DurationFirst
Face,presurprise,13,short,,,DurationFirst
Face,presurprise,114,long,,,DurationFirst
Face,presurprise,33,long,,,DurationFirst
Face,presurprise,78,short,,,DurationFirst
Face,presurprise,4,long,,,DurationFirst
Face,presurprise,111,long,,,DurationFirst
Face,presurprise,38,long,,,DurationFirst
Face,presurprise,101,short,,,DurationFirst
Face,presurprise,56,short,,,DurationFirst
Face,presurprise,53,short,,,DurationFirst
Face,presurprise,70,long,,,DurationFirst
Face,presurprise,36,long,,,DurationFirst
Face,presurprise,69,long,,,DurationFirst
Face,presurprise,103,short,,,DurationFirst
Face,presurprise,91,long,,,DurationFirst
Face,presurprise,1,short,,,DurationFirst
Face,presurprise,110,long,,,DurationFirst
Face,presurprise,58,short,,,DurationFirst
Face,presurprise,32,short,,,DurationFirst
Face,presurprise,44,short,,,DurationFirst
Face,presurprise,42,long,,,DurationFirst
Face,presurprise,79,short,,,DurationFirst
Face,presurprise,81,long,,,DurationFirst
Face,presurprise,112,short,,,DurationFirst
Face,surprise,99,long,99.0,63.0,DurationFirst
Face,postsurprise,90,long,72.0,90.0,DurationFirst
Face,postsurprise,3,short,21.0,3.0,DurationFirst
Face,postsurprise,61,short,97.0,61.0,DurationFirst
Face,postsurprise,44,short,26.0,44.0,DurationFirst
Face,presurprise,16,long,,,DurationFirst
Face,presurprise,74,short,,,DurationFirst
Face,presurprise,88,long,,,DurationFirst
Face,presurprise,57,short,,,DurationFirst
Face,presurprise,30,short,,,DurationFirst
Face,presurprise,69,long,,,DurationFirst
Face,presurprise,13,short,,,DurationFirst
Face,presurprise,97,short,,,DurationFirst
Face,presurprise,114,long,,,DurationFirst
Face,presurprise,44,long,,,DurationFirst
Face,presurprise,101,long,,,DurationFirst
Face,presurprise,40,long,,,DurationFirst
Face,presurprise,63,short,,,DurationFirst
Face,presurprise,89,short,,,DurationFirst
Face,presurprise,60,short,,,DurationFirst
Face,presurprise,2,long,,,DurationFirst
Face,presurprise,103,short,,,DurationFirst
Face,presurprise,36,short,,,DurationFirst
Face,presurprise,112,long,,,DurationFirst
Face,presurprise,95,short,,,DurationFirst
Face,presurprise,104,long,,,DurationFirst
Face,presurprise,43,long,,,DurationFirst
Face,presurprise,80,long,,,DurationFirst
Face,presurprise,64,long,,,DurationFirst
Face,presurprise,109,short,,,DurationFirst
Face,presurprise,111,long,,,DurationFirst
Face,presurprise,21,long,,,DurationFirst
Face,presurprise,17,short,,,DurationFirst
Face,presurprise,113,short,,,DurationFirst
Face,presurprise,90,long,,,DurationFirst
Face,presurprise,41,short,,,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,presurprise,6,long,,,DurationFirst
Face,presurprise,27,long,,,DurationFirst
Face,presurprise,84,short,,,DurationFirst
Face,presurprise,46,short,,,DurationFirst
Face,presurprise,58,long,,,DurationFirst
Face,presurprise,91,long,,,DurationFirst
Face,presurprise,33,long,,,DurationFirst
Face,presurprise,1,short,,,DurationFirst
Face,presurprise,29,short,,,DurationFirst
Face,presurprise,50,short,,,DurationFirst
Face,surprise,101,long,101.0,65.0,DurationFirst
Face,postsurprise,62,short,62.0,98.0,DurationFirst
Face,postsurprise,48,short,48.0,30.0,DurationFirst
Face,postsurprise,68,short,68.0,86.0,DurationFirst
Face,postsurprise,27,short,27.0,45.0,DurationFirst
Face,presurprise,44,long,,,DurationFirst
Face,presurprise,111,short,,,DurationFirst
Face,presurprise,9,short,,,DurationFirst
Face,presurprise,87,long,,,DurationFirst
Face,presurprise,112,short,,,DurationFirst
Face,presurprise,30,short,,,DurationFirst
Face,presurprise,109,long,,,DurationFirst
Face,presurprise,88,long,,,DurationFirst
Face,presurprise,32,short,,,DurationFirst
Face,presurprise,52,long,,,DurationFirst
Face,presurprise,93,short,,,DurationFirst
Face,presurprise,58,long,,,DurationFirst
Face,presurprise,49,long,,,DurationFirst
Face,presurprise,42,short,,,DurationFirst
Face,presurprise,101,short,,,DurationFirst
Face,presurprise,107,long,,,DurationFirst
Face,presurprise,95,long,,,DurationFirst
Face,presurprise,113,long,,,DurationFirst
Face,presurprise,15,long,,,DurationFirst
Face,presurprise,84,long,,,DurationFirst
Face,presurprise,80,short,,,DurationFirst
Face,presurprise,55,short,,,DurationFirst
Face,presurprise,35,short,,,DurationFirst
Face,presurprise,18,short,,,DurationFirst
Face,presurprise,72,short,,,DurationFirst
Face,presurprise,64,long,,,DurationFirst
Face,presurprise,19,long,,,DurationFirst
Face,presurprise,7,short,,,DurationFirst
Face,presurprise,114,short,,,DurationFirst
Face,presurprise,63,long,,,DurationFirst
Face,presurprise,61,short,,,DurationFirst
Face,presurprise,86,short,,,DurationFirst
Face,presurprise,96,long,,,DurationFirst
Face,presurprise,74,short,,,DurationFirst
Face,presurprise,103,short,,,DurationFirst
Face,presurprise,10,long,,,DurationFirst
Face,presurprise,29,long,,,DurationFirst
Face,presurprise,38,short,,,DurationFirst
Face,presurprise,110,long,,,DurationFirst
Face,presurprise,40,short,,,DurationFirst
Face,presurprise,3,long,,,DurationFirst
Face,presurprise,23,long,,,DurationFirst
Face,surprise,102,long,102.0,84.0,DurationFirst
Face,postsurprise,69,long,87.0,69.0,DurationFirst
Face,postsurprise,23,short,5.0,23.0,DurationFirst
Face,postsurprise,80,long,80.0,62.0,DurationFirst
Face,postsurprise,34,long,34.0,16.0,DurationFirst
Face,presurprise,112,long,,,DurationFirst
Face,presurprise,14,long,,,DurationFirst
Face,presurprise,45,long,,,DurationFirst
Face,presurprise,8,short,,,DurationFirst
Face,presurprise,102,short,,,DurationFirst
Face,presurprise,21,short,,,DurationFirst
Face,presurprise,12,short,,,DurationFirst
Face,presurprise,109,short,,,DurationFirst
Face,presurprise,36,long,,,DurationFirst
Face,presurprise,5,long,,,DurationFirst
Face,presurprise,71,short,,,DurationFirst
Face,presurprise,47,long,,,DurationFirst
Face,presurprise,59,short,,,DurationFirst
Face,presurprise,76,short,,,DurationFirst
Face,presurprise,53,short,,,DurationFirst
Face,presurprise,111,long,,,DurationFirst
Face,presurprise,92,short,,,DurationFirst
Face,presurprise,28,short,,,DurationFirst
Face,presurprise,72,short,,,DurationFirst
Face,presurprise,114,long,,,DurationFirst
Face,presurprise,75,long,,,DurationFirst
Face,presurprise,101,short,,,DurationFirst
Face,presurprise,51,long,,,DurationFirst
Face,presurprise,88,short,,,DurationFirst
Face,presurprise,67,long,,,DurationFirst
Face,presurprise,91,long,,,DurationFirst
Face,presurprise,68,long,,,DurationFirst
Face,presurprise,16,long,,,DurationFirst
Face,presurprise,37,short,,,DurationFirst
Face,presurprise,13,short,,,DurationFirst
Face,presurprise,25,long,,,DurationFirst
Face,presurprise,63,long,,,DurationFirst
Face,presurprise,100,long,,,DurationFirst
Face,presurprise,78,long,,,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,presurprise,20,short,,,DurationFirst
Face,presurprise,40,short,,,DurationFirst
Face,presurprise,79,long,,,DurationFirst
Face,presurprise,87,short,,,DurationFirst
Face,presurprise,113,short,,,DurationFirst
Face,presurprise,98,long,,,DurationFirst
Face,presurprise,24,long,,,DurationFirst
Face,surprise,98,long,62.0,98.0,DurationFirst
Face,postsurprise,96,short,96.0,60.0,DurationFirst
Face,postsurprise,12,short,12.0,48.0,DurationFirst
Face,postsurprise,55,long,73.0,55.0,DurationFirst
Face,postsurprise,2,long,2.0,38.0,DurationFirst
Face,presurprise,30,long,,,DurationFirst
Face,presurprise,3,short,,,DurationFirst
Face,presurprise,49,long,,,DurationFirst
Face,presurprise,112,short,,,DurationFirst
Face,presurprise,5,long,,,DurationFirst
Face,presurprise,113,long,,,DurationFirst
Face,presurprise,108,short,,,DurationFirst
Face,presurprise,16,long,,,DurationFirst
Face,presurprise,9,short,,,DurationFirst
Face,presurprise,36,short,,,DurationFirst
Face,presurprise,59,short,,,DurationFirst
Face,presurprise,99,short,,,DurationFirst
Face,presurprise,32,short,,,DurationFirst
Face,presurprise,88,short,,,DurationFirst
Face,presurprise,104,long,,,DurationFirst
Face,presurprise,85,short,,,DurationFirst
Face,presurprise,60,long,,,DurationFirst
Face,presurprise,37,short,,,DurationFirst
Face,presurprise,28,long,,,DurationFirst
Face,presurprise,4,short,,,DurationFirst
Face,presurprise,92,long,,,DurationFirst
Face,presurprise,111,long,,,DurationFirst
Face,presurprise,76,long,,,DurationFirst
Face,presurprise,62,long,,,DurationFirst
Face,presurprise,97,short,,,DurationFirst
Face,presurprise,44,long,,,DurationFirst
Face,presurprise,110,long,,,DurationFirst
Face,presurprise,47,short,,,DurationFirst
Face,presurprise,25,long,,,DurationFirst
Face,presurprise,35,short,,,DurationFirst
Face,presurprise,6,long,,,DurationFirst
Face,presurprise,65,short,,,DurationFirst
Face,presurprise,51,short,,,DurationFirst
Face,presurprise,66,long,,,DurationFirst
Face,presurprise,89,long,,,DurationFirst
Face,presurprise,114,short,,,DurationFirst
Face,presurprise,69,short,,,DurationFirst
Face,presurprise,109,short,,,DurationFirst
Face,presurprise,38,long,,,DurationFirst
Face,presurprise,91,long,,,DurationFirst
Face,presurprise,82,long,,,DurationFirst
Face,presurprise,75,short,,,DurationFirst
Face,surprise,108,long,90.0,108.0,DurationFirst
Face,postsurprise,102,long,102.0,84.0,DurationFirst
Face,postsurprise,38,long,38.0,20.0,DurationFirst
Face,postsurprise,73,short,73.0,55.0,DurationFirst
Face,postsurprise,25,long,25.0,43.0,DurationFirst
Face,presurprise,86,long,,,DurationFirst
Face,presurprise,4,long,,,DurationFirst
Face,presurprise,36,short,,,DurationFirst
Face,presurprise,28,long,,,DurationFirst
Face,presurprise,51,long,,,DurationFirst
Face,presurprise,42,long,,,DurationFirst
Face,presurprise,7,long,,,DurationFirst
Face,presurprise,109,short,,,DurationFirst
Face,presurprise,62,short,,,DurationFirst
Face,presurprise,102,short,,,DurationFirst
Face,presurprise,2,short,,,DurationFirst
Face,presurprise,53,long,,,DurationFirst
Face,presurprise,69,short,,,DurationFirst
Face,presurprise,30,short,,,DurationFirst
Face,presurprise,82,long,,,DurationFirst
Face,presurprise,78,short,,,DurationFirst
Face,presurprise,83,short,,,DurationFirst
Face,presurprise,110,long,,,DurationFirst
Face,presurprise,93,short,,,DurationFirst
Face,presurprise,16,short,,,DurationFirst
Face,presurprise,70,long,,,DurationFirst
Face,presurprise,56,long,,,DurationFirst
Face,presurprise,45,short,,,DurationFirst
Face,presurprise,31,long,,,DurationFirst
Face,presurprise,97,short,,,DurationFirst
Face,presurprise,114,long,,,DurationFirst
Face,presurprise,103,long,,,DurationFirst
Face,presurprise,55,long,,,DurationFirst
Face,presurprise,37,short,,,DurationFirst
Face,presurprise,108,long,,,DurationFirst
Face,presurprise,21,long,,,DurationFirst
Face,presurprise,14,short,,,DurationFirst
Face,presurprise,112,short,,,DurationFirst
Face,presurprise,77,long,,,DurationFirst
Face,presurprise,113,long,,,DurationFirst
Face,presurprise,71,short,,,DurationFirst
