category,orientation,task,stimulusFile,duration,trialType,targetCate,probeOrder,firstPostCategory,correctProbeLocation,orientationProbeLeftFile,orientationProbeRightFile,subjectID,stimIndex,probeLeftIndex,probeRightIndex
Face,Center,nonTarget,nonTargetFace13Center.png,short,postsurprise,Object,OrientationFirst,Object,left,nonTargetFace13Center.png,nonTargetFace13Left.png,180,13,13.0,31.0
Face,Right,nonTarget,nonTargetFace6Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,181,42,,
Object,Right,nonTarget,nonTargetObject6Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,181,96,,
Object,Center,Target,TargetObject1Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,181,115,,
Object,Right,nonTarget,nonTargetObject13Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,181,103,,
Object,Right,nonTarget,nonTargetObject17Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,181,107,,
Face,Left,nonTarget,nonTargetFace3Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,181,21,,
Object,Right,Target,TargetObject2Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,181,120,,
Face,Right,nonTarget,nonTargetFace14Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,181,50,,
Face,Left,nonTarget,nonTargetFace15Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,181,33,,
Face,Right,nonTarget,nonTargetFace1Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,181,37,,
Object,Left,nonTarget,nonTargetObject4Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,181,76,,
Face,Center,nonTarget,nonTargetFace17Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,181,17,,
Face,Left,nonTarget,nonTargetFace9Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,181,27,,
Object,Left,nonTarget,nonTargetObject14Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,181,86,,
Object,Left,nonTarget,nonTargetObject10Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,181,82,,
Object,Left,nonTarget,nonTargetObject5Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,181,77,,
Face,Right,nonTarget,nonTargetFace8Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,181,44,,
Object,Right,nonTarget,nonTargetObject8Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,181,98,,
Object,Center,nonTarget,nonTargetObject7Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,181,61,,
Face,Left,nonTarget,nonTargetFace16Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,181,34,,
Face,Right,nonTarget,nonTargetFace10Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,181,46,,
Face,Center,nonTarget,nonTargetFace18Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,181,18,,
Object,Center,nonTarget,nonTargetObject2Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,181,56,,
Object,Center,nonTarget,nonTargetObject1Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,181,55,,
Face,Center,nonTarget,nonTargetFace7Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,181,7,,
Face,Center,nonTarget,nonTargetFace11Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,181,11,,
Object,Left,nonTarget,nonTargetObject15Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,181,87,,
Object,Right,nonTarget,nonTargetObject3Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,181,93,,
Object,Left,Target,TargetObject1Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,181,117,,
Object,Right,Target,TargetObject1Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,181,119,,
Object,Left,nonTarget,nonTargetObject11Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,181,83,,
Face,Center,nonTarget,nonTargetFace12Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,181,12,,
Object,Center,nonTarget,nonTargetObject16Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,181,70,,
Object,Center,nonTarget,nonTargetObject18Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,181,72,,
Face,Right,nonTarget,nonTargetFace13Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,181,49,,
Object,Left,Target,TargetObject2Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,181,118,,
Object,Center,nonTarget,nonTargetObject12Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,181,66,,
Face,Left,nonTarget,nonTargetFace4Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,181,22,,
Face,Left,nonTarget,nonTargetFace2Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,181,20,,
Object,Center,Target,TargetObject2Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,181,116,,
Face,Center,nonTarget,nonTargetFace5Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,181,5,,
Object,Right,nonTarget,nonTargetObject9Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,181,99,,
Face,Center,nonTarget,nonTargetFace16Center.png,short,surprise,Object,OrientationFirst,Object,left,nonTargetFace16Center.png,nonTargetFace16Right.png,181,52,52.0,34.0
Object,Right,nonTarget,nonTargetObject8Right.png,long,postsurprise,Object,OrientationFirst,Object,left,nonTargetObject8Right.png,nonTargetObject8Left.png,181,98,98.0,80.0
Face,Center,nonTarget,nonTargetFace7Center.png,short,postsurprise,Object,OrientationFirst,Object,left,nonTargetFace7Left.png,nonTargetFace7Center.png,181,7,25.0,7.0
Object,Left,nonTarget,nonTargetObject14Left.png,long,postsurprise,Object,OrientationFirst,Object,left,nonTargetObject14Center.png,nonTargetObject14Left.png,181,86,68.0,86.0
Face,Center,nonTarget,nonTargetFace10Center.png,long,postsurprise,Object,OrientationFirst,Object,left,nonTargetFace10Center.png,nonTargetFace10Right.png,181,10,10.0,46.0
Face,Center,nonTarget,nonTargetFace15Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,182,15,,
Object,Left,Target,TargetObject2Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,182,118,,
Object,Right,nonTarget,nonTargetObject4Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,182,94,,
Object,Left,nonTarget,nonTargetObject12Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,182,84,,
Object,Right,Target,TargetObject2Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,182,120,,
Object,Center,nonTarget,nonTargetObject8Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,182,62,,
Face,Center,nonTarget,nonTargetFace11Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,182,11,,
Object,Left,nonTarget,nonTargetObject11Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,182,83,,
Object,Left,nonTarget,nonTargetObject16Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,182,88,,
Object,Left,nonTarget,nonTargetObject13Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,182,85,,
Object,Left,nonTarget,nonTargetObject18Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,182,90,,
Object,Right,nonTarget,nonTargetObject9Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,182,99,,
Face,Left,nonTarget,nonTargetFace5Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,182,23,,
Object,Center,nonTarget,nonTargetObject6Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,182,60,,
Object,Right,nonTarget,nonTargetObject3Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,182,93,,
Face,Right,nonTarget,nonTargetFace18Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,182,54,,
Object,Left,Target,TargetObject1Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,182,117,,
Object,Right,nonTarget,nonTargetObject5Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,182,95,,
Object,Center,nonTarget,nonTargetObject2Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,182,56,,
Face,Right,nonTarget,nonTargetFace10Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,182,46,,
Object,Center,nonTarget,nonTargetObject7Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,182,61,,
Face,Center,nonTarget,nonTargetFace12Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,182,12,,
Face,Right,nonTarget,nonTargetFace14Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,182,50,,
Object,Right,nonTarget,nonTargetObject10Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,182,100,,
Object,Right,Target,TargetObject1Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,182,119,,
Face,Right,nonTarget,nonTargetFace7Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,182,43,,
Face,Right,nonTarget,nonTargetFace13Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,182,49,,
Face,Left,nonTarget,nonTargetFace17Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,182,35,,
Face,Left,nonTarget,nonTargetFace2Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,182,20,,
Object,Center,nonTarget,nonTargetObject14Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,182,68,,
Object,Left,nonTarget,nonTargetObject15Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,182,87,,
Face,Center,nonTarget,nonTargetFace3Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,182,3,,
Face,Left,nonTarget,nonTargetFace4Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,182,22,,
Face,Left,nonTarget,nonTargetFace9Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,182,27,,
Object,Center,Target,TargetObject2Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,182,116,,
Object,Right,nonTarget,nonTargetObject17Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,182,107,,
Face,Right,nonTarget,nonTargetFace16Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,182,52,,
Object,Center,Target,TargetObject1Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,182,115,,
Face,Center,nonTarget,nonTargetFace8Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,182,8,,
Face,Left,nonTarget,nonTargetFace6Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,182,24,,
Face,Center,nonTarget,nonTargetFace1Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,182,1,,
Object,Center,nonTarget,nonTargetObject1Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,182,55,,
Face,Left,nonTarget,nonTargetFace1Left.png,short,surprise,Object,OrientationFirst,Object,left,nonTargetFace1Left.png,nonTargetFace1Center.png,182,37,37.0,19.0
Object,Left,nonTarget,nonTargetObject18Left.png,short,postsurprise,Object,OrientationFirst,Object,left,nonTargetObject18Left.png,nonTargetObject18Right.png,182,90,90.0,108.0
Face,Center,nonTarget,nonTargetFace14Center.png,short,postsurprise,Object,OrientationFirst,Object,left,nonTargetFace14Left.png,nonTargetFace14Center.png,182,14,32.0,14.0
Object,Left,nonTarget,nonTargetObject13Left.png,long,postsurprise,Object,OrientationFirst,Object,left,nonTargetObject13Left.png,nonTargetObject13Center.png,182,85,85.0,67.0
Face,Center,nonTarget,nonTargetFace12Center.png,long,postsurprise,Object,OrientationFirst,Object,left,nonTargetFace12Center.png,nonTargetFace12Right.png,182,12,12.0,48.0
Object,Center,nonTarget,nonTargetObject11Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,183,65,,
Object,Left,Target,TargetObject2Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,183,118,,
Face,Left,nonTarget,nonTargetFace7Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,183,25,,
Face,Center,nonTarget,nonTargetFace2Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,183,2,,
Object,Right,nonTarget,nonTargetObject15Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,183,105,,
Object,Right,nonTarget,nonTargetObject2Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,183,92,,
Object,Center,nonTarget,nonTargetObject17Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,183,71,,
Object,Right,nonTarget,nonTargetObject16Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,183,106,,
Object,Left,nonTarget,nonTargetObject13Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,183,85,,
Face,Right,nonTarget,nonTargetFace12Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,183,48,,
Object,Right,Target,TargetObject1Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,183,119,,
Object,Left,nonTarget,nonTargetObject8Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,183,80,,
Face,Right,nonTarget,nonTargetFace3Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,183,39,,
Face,Center,nonTarget,nonTargetFace1Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,183,1,,
Object,Center,nonTarget,nonTargetObject14Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,183,68,,
Face,Center,nonTarget,nonTargetFace13Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,183,13,,
Face,Center,nonTarget,nonTargetFace14Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,183,14,,
Object,Center,nonTarget,nonTargetObject12Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,183,66,,
Object,Left,nonTarget,nonTargetObject6Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,183,78,,
Face,Left,nonTarget,nonTargetFace16Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,183,34,,
Object,Center,Target,TargetObject1Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,183,115,,
Face,Center,nonTarget,nonTargetFace6Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,183,6,,
Object,Right,nonTarget,nonTargetObject5Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,183,95,,
Face,Left,nonTarget,nonTargetFace15Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,183,33,,
Object,Left,nonTarget,nonTargetObject18Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,183,90,,
Face,Left,nonTarget,nonTargetFace4Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,183,22,,
Object,Right,Target,TargetObject2Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,183,120,,
Face,Right,nonTarget,nonTargetFace10Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,183,46,,
Object,Right,nonTarget,nonTargetObject10Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,183,100,,
Object,Center,Target,TargetObject2Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,183,116,,
Face,Right,nonTarget,nonTargetFace17Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,183,53,,
Object,Center,nonTarget,nonTargetObject4Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,183,58,,
Face,Right,nonTarget,nonTargetFace9Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,183,45,,
Face,Left,nonTarget,nonTargetFace8Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,183,26,,
Face,Left,nonTarget,nonTargetFace11Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,183,29,,
Object,Center,nonTarget,nonTargetObject3Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,183,57,,
Face,Center,nonTarget,nonTargetFace5Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,183,5,,
Object,Left,Target,TargetObject1Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,183,117,,
Face,Right,nonTarget,nonTargetFace18Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,183,54,,
Object,Right,nonTarget,nonTargetObject7Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,183,97,,
Object,Left,nonTarget,nonTargetObject9Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,183,81,,
Object,Left,nonTarget,nonTargetObject1Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,183,73,,
Face,Center,nonTarget,nonTargetFace8Center.png,short,surprise,Object,OrientationFirst,Object,left,nonTargetFace8Center.png,nonTargetFace8Left.png,183,44,44.0,8.0
Object,Right,nonTarget,nonTargetObject2Right.png,short,postsurprise,Object,OrientationFirst,Object,left,nonTargetObject2Center.png,nonTargetObject2Right.png,183,92,56.0,92.0
Face,Left,nonTarget,nonTargetFace4Left.png,long,postsurprise,Object,OrientationFirst,Object,left,nonTargetFace4Left.png,nonTargetFace4Right.png,183,22,22.0,40.0
Object,Left,nonTarget,nonTargetObject14Left.png,short,postsurprise,Object,OrientationFirst,Object,left,nonTargetObject14Center.png,nonTargetObject14Left.png,183,86,68.0,86.0
Face,Center,nonTarget,nonTargetFace6Center.png,long,postsurprise,Object,OrientationFirst,Object,left,nonTargetFace6Left.png,nonTargetFace6Center.png,183,6,24.0,6.0
Object,Center,nonTarget,nonTargetObject16Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,184,70,,
Object,Center,nonTarget,nonTargetObject1Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,184,55,,
Face,Center,nonTarget,nonTargetFace5Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,184,5,,
Face,Right,nonTarget,nonTargetFace12Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,184,48,,
Object,Right,nonTarget,nonTargetObject14Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,184,104,,
Object,Center,Target,TargetObject2Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,184,116,,
Face,Center,nonTarget,nonTargetFace18Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,184,18,,
Object,Right,nonTarget,nonTargetObject6Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,184,96,,
Object,Left,nonTarget,nonTargetObject5Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,184,77,,
Object,Left,Target,TargetObject2Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,184,118,,
Face,Right,nonTarget,nonTargetFace8Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,184,44,,
Face,Left,nonTarget,nonTargetFace4Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,184,22,,
Object,Left,nonTarget,nonTargetObject11Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,184,83,,
Object,Center,nonTarget,nonTargetObject18Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,184,72,,
Object,Left,nonTarget,nonTargetObject3Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,184,75,,
Object,Right,nonTarget,nonTargetObject4Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,184,94,,
Face,Right,nonTarget,nonTargetFace14Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,184,50,,
Face,Center,nonTarget,nonTargetFace13Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,184,13,,
Object,Left,Target,TargetObject1Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,184,117,,
Object,Center,nonTarget,nonTargetObject15Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,184,69,,
Face,Center,nonTarget,nonTargetFace9Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,184,9,,
Face,Right,nonTarget,nonTargetFace11Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,184,47,,
Face,Left,nonTarget,nonTargetFace2Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,184,20,,
Object,Center,nonTarget,nonTargetObject8Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,184,62,,
Face,Left,nonTarget,nonTargetFace16Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,184,34,,
Face,Left,nonTarget,nonTargetFace1Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,184,19,,
Object,Center,nonTarget,nonTargetObject2Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,184,56,,
Face,Right,nonTarget,nonTargetFace17Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,184,53,,
Face,Left,nonTarget,nonTargetFace7Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,184,25,,
Object,Right,Target,TargetObject1Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,184,119,,
Object,Right,nonTarget,nonTargetObject17Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,184,107,,
Object,Center,Target,TargetObject1Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,184,115,,
Object,Right,Target,TargetObject2Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,184,120,,
Object,Left,nonTarget,nonTargetObject10Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,184,82,,
Face,Center,nonTarget,nonTargetFace3Center.png,short,presurprise,Object,OrientationFirst,Object,left,,,184,3,,
Object,Right,nonTarget,nonTargetObject13Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,184,103,,
Face,Center,nonTarget,nonTargetFace10Center.png,long,presurprise,Object,OrientationFirst,Object,left,,,184,10,,
Object,Left,nonTarget,nonTargetObject9Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,184,81,,
Face,Right,nonTarget,nonTargetFace15Right.png,long,presurprise,Object,OrientationFirst,Object,left,,,184,51,,
Object,Left,nonTarget,nonTargetObject7Left.png,long,presurprise,Object,OrientationFirst,Object,left,,,184,79,,
Object,Right,nonTarget,nonTargetObject12Right.png,short,presurprise,Object,OrientationFirst,Object,left,,,184,102,,
Face,Left,nonTarget,nonTargetFace6Left.png,short,presurprise,Object,OrientationFirst,Object,left,,,184,24,,
Face,Left,nonTarget,nonTargetFace14Left.png,short,surprise,Object,OrientationFirst,Object,left,nonTargetFace14Left.png,nonTargetFace14Right.png,184,50,50.0,14.0
Object,Left,nonTarget,nonTargetObject18Left.png,short,postsurprise,Object,OrientationFirst,Object,left,nonTargetObject18Left.png,nonTargetObject18Center.png,184,90,90.0,72.0
Face,Right,nonTarget,nonTargetFace16Right.png,long,postsurprise,Object,OrientationFirst,Object,left,nonTargetFace16Right.png,nonTargetFace16Center.png,184,52,52.0,16.0
Object,Left,nonTarget,nonTargetObject9Left.png,short,postsurprise,Object,OrientationFirst,Object,left,nonTargetObject9Center.png,nonTargetObject9Left.png,184,81,63.0,81.0
Face,Left,nonTarget,nonTargetFace5Left.png,short,postsurprise,Object,OrientationFirst,Object,left,nonTargetFace5Left.png,nonTargetFace5Right.png,184,23,23.0,41.0
Face,Right,nonTarget,nonTargetFace15Right.png,long,presurprise,Object,OrientationFirst,Object,right,,,185,51,,
Object,Right,Target,TargetObject2Right.png,long,presurprise,Object,OrientationFirst,Object,right,,,185,120,,
Object,Right,nonTarget,nonTargetObject18Right.png,short,presurprise,Object,OrientationFirst,Object,right,,,185,108,,
Object,Right,nonTarget,nonTargetObject1Right.png,long,presurprise,Object,OrientationFirst,Object,right,,,185,91,,
Face,Left,nonTarget,nonTargetFace17Left.png,long,presurprise,Object,OrientationFirst,Object,right,,,185,35,,
Face,Right,nonTarget,nonTargetFace4Right.png,short,presurprise,Object,OrientationFirst,Object,right,,,185,40,,
Object,Right,nonTarget,nonTargetObject5Right.png,long,presurprise,Object,OrientationFirst,Object,right,,,185,95,,
Face,Left,nonTarget,nonTargetFace8Left.png,short,presurprise,Object,OrientationFirst,Object,right,,,185,26,,
Object,Left,Target,TargetObject1Left.png,short,presurprise,Object,OrientationFirst,Object,right,,,185,117,,
Object,Center,nonTarget,nonTargetObject6Center.png,short,presurprise,Object,OrientationFirst,Object,right,,,185,60,,
Object,Center,nonTarget,nonTargetObject8Center.png,long,presurprise,Object,OrientationFirst,Object,right,,,185,62,,
Object,Right,nonTarget,nonTargetObject15Right.png,short,presurprise,Object,OrientationFirst,Object,right,,,185,105,,
Face,Left,nonTarget,nonTargetFace9Left.png,long,presurprise,Object,OrientationFirst,Object,right,,,185,27,,
Object,Center,nonTarget,nonTargetObject4Center.png,long,presurprise,Object,OrientationFirst,Object,right,,,185,58,,
Object,Left,nonTarget,nonTargetObject11Left.png,short,presurprise,Object,OrientationFirst,Object,right,,,185,83,,
Object,Left,nonTarget,nonTargetObject16Left.png,long,presurprise,Object,OrientationFirst,Object,right,,,185,88,,
Object,Left,nonTarget,nonTargetObject9Left.png,short,presurprise,Object,OrientationFirst,Object,right,,,185,81,,
Object,Right,nonTarget,nonTargetObject17Right.png,long,presurprise,Object,OrientationFirst,Object,right,,,185,107,,
Object,Right,nonTarget,nonTargetObject3Right.png,short,presurprise,Object,OrientationFirst,Object,right,,,185,93,,
Face,Center,nonTarget,nonTargetFace18Center.png,long,presurprise,Object,OrientationFirst,Object,right,,,185,18,,
Face,Right,nonTarget,nonTargetFace12Right.png,short,presurprise,Object,OrientationFirst,Object,right,,,185,48,,
Object,Left,nonTarget,nonTargetObject7Left.png,long,presurprise,Object,OrientationFirst,Object,right,,,185,79,,
Face,Right,nonTarget,nonTargetFace1Right.png,long,presurprise,Object,OrientationFirst,Object,right,,,185,37,,
Object,Right,Target,TargetObject1Right.png,short,presurprise,Object,OrientationFirst,Object,right,,,185,119,,
Object,Center,nonTarget,nonTargetObject10Center.png,short,presurprise,Object,OrientationFirst,Object,right,,,185,64,,
Object,Center,nonTarget,nonTargetObject12Center.png,short,presurprise,Object,OrientationFirst,Object,right,,,185,66,,
Face,Center,nonTarget,nonTargetFace14Center.png,short,presurprise,Object,OrientationFirst,Object,right,,,185,14,,
Face,Right,nonTarget,nonTargetFace2Right.png,long,presurprise,Object,OrientationFirst,Object,right,,,185,38,,
Face,Center,nonTarget,nonTargetFace13Center.png,short,presurprise,Object,OrientationFirst,Object,right,,,185,13,,
Object,Center,Target,TargetObject1Center.png,long,presurprise,Object,OrientationFirst,Object,right,,,185,115,,
Face,Center,nonTarget,nonTargetFace10Center.png,long,presurprise,Object,OrientationFirst,Object,right,,,185,10,,
Face,Center,nonTarget,nonTargetFace6Center.png,short,presurprise,Object,OrientationFirst,Object,right,,,185,6,,
Face,Left,nonTarget,nonTargetFace5Left.png,long,presurprise,Object,OrientationFirst,Object,right,,,185,23,,
Object,Center,Target,TargetObject2Center.png,short,presurprise,Object,OrientationFirst,Object,right,,,185,116,,
Face,Left,nonTarget,nonTargetFace3Left.png,short,presurprise,Object,OrientationFirst,Object,right,,,185,21,,
Object,Left,nonTarget,nonTargetObject2Left.png,short,presurprise,Object,OrientationFirst,Object,right,,,185,74,,
Object,Left,Target,TargetObject2Left.png,long,presurprise,Object,OrientationFirst,Object,right,,,185,118,,
Face,Right,nonTarget,nonTargetFace7Right.png,short,presurprise,Object,OrientationFirst,Object,right,,,185,43,,
Face,Center,nonTarget,nonTargetFace11Center.png,long,presurprise,Object,OrientationFirst,Object,right,,,185,11,,
Object,Left,nonTarget,nonTargetObject13Left.png,long,presurprise,Object,OrientationFirst,Object,right,,,185,85,,
Object,Center,nonTarget,nonTargetObject14Center.png,long,presurprise,Object,OrientationFirst,Object,right,,,185,68,,
Face,Left,nonTarget,nonTargetFace16Left.png,short,presurprise,Object,OrientationFirst,Object,right,,,185,34,,
Face,Left,nonTarget,nonTargetFace1Left.png,short,surprise,Object,OrientationFirst,Object,right,nonTargetFace1Right.png,nonTargetFace1Left.png,185,37,19.0,37.0
Object,Center,nonTarget,nonTargetObject8Center.png,long,postsurprise,Object,OrientationFirst,Object,right,nonTargetObject8Right.png,nonTargetObject8Center.png,185,62,98.0,62.0
Face,Left,nonTarget,nonTargetFace2Left.png,short,postsurprise,Object,OrientationFirst,Object,right,nonTargetFace2Left.png,nonTargetFace2Center.png,185,20,20.0,2.0
Object,Center,nonTarget,nonTargetObject5Center.png,short,postsurprise,Object,OrientationFirst,Object,right,nonTargetObject5Center.png,nonTargetObject5Left.png,185,59,59.0,77.0
Face,Left,nonTarget,nonTargetFace10Left.png,long,postsurprise,Object,OrientationFirst,Object,right,nonTargetFace10Center.png,nonTargetFace10Left.png,185,28,10.0,28.0
