targetCate,category,duration,orientation,task,stimulusFile,subjectID,stimIndex
Object,Object,long,Left,Target,targetObject2Left-Practice.png,173,118
Object,Object,short,Center,nonTarget,nonTargetObject6Center-Practice.png,173,60
Object,Object,short,Left,nonTarget,nonTargetObject10Left-Practice.png,174,82
Object,Face,long,Left,nonTarget,nonTargetFace17Left-Practice.png,174,35
Object,Object,short,Left,Target,targetObject2Left-Practice.png,174,118
Object,Face,long,Center,nonTarget,nonTargetFace18Center-Practice.png,174,18
Object,Object,short,Left,Target,targetObject1Left-Practice.png,174,117
Object,Face,long,Left,nonTarget,nonTargetFace9Left-Practice.png,174,27
Object,Object,long,Center,nonTarget,nonTargetObject11Center-Practice.png,174,65
Object,Object,short,Center,nonTarget,nonTargetObject4Center-Practice.png,174,58
Object,Face,short,Center,nonTarget,nonTargetFace4Center-Practice.png,174,4
Object,Object,short,Left,nonTarget,nonTargetObject8Left-Practice.png,174,80
Object,Face,short,Left,nonTarget,nonTargetFace2Left-Practice.png,174,20
Object,Object,short,Left,nonTarget,nonTargetObject18Left-Practice.png,174,90
Object,Face,short,Center,nonTarget,nonTargetFace2Center-Practice.png,174,2
Object,Object,long,Right,nonTarget,nonTargetObject13Right-Practice.png,174,103
Object,Face,long,Right,nonTarget,nonTargetFace5Right-Practice.png,175,41
Object,Object,long,Left,nonTarget,nonTargetObject4Left-Practice.png,175,76
Object,Object,long,Left,nonTarget,nonTargetObject15Left-Practice.png,175,87
Object,Face,short,Right,nonTarget,nonTargetFace9Right-Practice.png,175,45
Object,Face,long,Center,nonTarget,nonTargetFace18Center-Practice.png,175,18
Object,Object,short,Center,Target,targetObject2Center-Practice.png,175,116
Object,Face,short,Right,nonTarget,nonTargetFace16Right-Practice.png,175,52
Object,Object,long,Center,nonTarget,nonTargetObject5Center-Practice.png,175,59
Object,Face,short,Left,nonTarget,nonTargetFace16Left-Practice.png,175,34
Object,Object,long,Right,nonTarget,nonTargetObject15Right-Practice.png,175,105
Object,Face,long,Left,nonTarget,nonTargetFace10Left-Practice.png,175,28
Object,Object,long,Left,nonTarget,nonTargetObject12Left-Practice.png,175,84
Object,Object,long,Center,Target,targetObject1Center-Practice.png,175,115
Object,Object,long,Left,nonTarget,nonTargetObject9Left-Practice.png,175,81
Object,Object,short,Right,nonTarget,nonTargetObject8Right-Practice.png,176,98
Object,Object,short,Center,nonTarget,nonTargetObject10Center-Practice.png,176,64
Object,Face,short,Right,nonTarget,nonTargetFace7Right-Practice.png,176,43
Object,Face,long,Center,nonTarget,nonTargetFace13Center-Practice.png,176,13
Object,Object,short,Center,Target,targetObject1Center-Practice.png,176,115
Object,Object,short,Right,nonTarget,nonTargetObject5Right-Practice.png,176,95
Object,Face,short,Right,nonTarget,nonTargetFace13Right-Practice.png,176,49
Object,Face,short,Center,nonTarget,nonTargetFace14Center-Practice.png,176,14
Object,Face,long,Center,nonTarget,nonTargetFace9Center-Practice.png,176,9
Object,Object,long,Center,Target,targetObject2Center-Practice.png,176,116
Object,Object,long,Center,nonTarget,nonTargetObject18Center-Practice.png,176,72
Object,Object,short,Right,nonTarget,nonTargetObject12Right-Practice.png,176,102
Object,Object,short,Right,nonTarget,nonTargetObject6Right-Practice.png,176,96
Object,Face,short,Left,nonTarget,nonTargetFace17Left-Practice.png,176,35
Object,Face,long,Left,nonTarget,nonTargetFace7Left-Practice.png,177,25
Object,Face,short,Right,nonTarget,nonTargetFace15Right-Practice.png,177,51
Object,Object,short,Left,nonTarget,nonTargetObject6Left-Practice.png,177,78
Object,Object,long,Right,nonTarget,nonTargetObject5Right-Practice.png,177,95
Object,Face,long,Right,nonTarget,nonTargetFace17Right-Practice.png,177,53
Object,Object,long,Right,nonTarget,nonTargetObject6Right-Practice.png,177,96
Object,Face,long,Right,nonTarget,nonTargetFace10Right-Practice.png,177,46
Object,Face,short,Center,nonTarget,nonTargetFace8Center-Practice.png,177,8
Object,Object,short,Right,nonTarget,nonTargetObject18Right-Practice.png,177,108
Object,Object,short,Right,nonTarget,nonTargetObject15Right-Practice.png,177,105
Object,Object,short,Left,Target,targetObject2Left-Practice.png,177,118
Object,Face,long,Center,nonTarget,nonTargetFace10Center-Practice.png,177,10
Object,Object,long,Left,Target,targetObject1Left-Practice.png,177,117
Object,Object,short,Right,nonTarget,nonTargetObject1Right-Practice.png,177,91
Object,Object,short,Center,Target,targetObject2Center-Practice.png,178,116
Object,Object,short,Center,nonTarget,nonTargetObject6Center-Practice.png,178,60
Object,Face,long,Right,nonTarget,nonTargetFace8Right-Practice.png,178,44
Object,Object,long,Center,nonTarget,nonTargetObject15Center-Practice.png,178,69
Object,Face,short,Right,nonTarget,nonTargetFace2Right-Practice.png,178,38
Object,Face,short,Left,nonTarget,nonTargetFace12Left-Practice.png,178,30
Object,Object,long,Left,nonTarget,nonTargetObject4Left-Practice.png,178,76
Object,Face,long,Left,nonTarget,nonTargetFace11Left-Practice.png,178,29
Object,Object,short,Right,Target,targetObject1Right-Practice.png,178,119
Object,Face,short,Center,nonTarget,nonTargetFace8Center-Practice.png,178,8
Object,Face,long,Right,nonTarget,nonTargetFace14Right-Practice.png,178,50
Object,Object,short,Center,nonTarget,nonTargetObject5Center-Practice.png,178,59
Object,Object,short,Left,nonTarget,nonTargetObject8Left-Practice.png,178,80
Object,Object,long,Right,nonTarget,nonTargetObject17Right-Practice.png,178,107
Object,Face,short,Center,nonTarget,nonTargetFace11Center-Practice.png,179,11
Object,Face,short,Right,nonTarget,nonTargetFace3Right-Practice.png,179,39
Object,Object,short,Center,Target,targetObject1Center-Practice.png,179,115
Object,Object,short,Center,nonTarget,nonTargetObject11Center-Practice.png,179,65
Object,Object,short,Right,nonTarget,nonTargetObject17Right-Practice.png,179,107
Object,Object,long,Right,nonTarget,nonTargetObject9Right-Practice.png,179,99
Object,Object,short,Right,nonTarget,nonTargetObject1Right-Practice.png,179,91
Object,Face,short,Left,nonTarget,nonTargetFace8Left-Practice.png,179,26
Object,Object,long,Center,Target,targetObject2Center-Practice.png,179,116
Object,Object,long,Center,nonTarget,nonTargetObject4Center-Practice.png,179,58
Object,Object,short,Center,nonTarget,nonTargetObject14Center-Practice.png,179,68
Object,Face,short,Right,nonTarget,nonTargetFace15Right-Practice.png,179,51
Object,Face,short,Right,nonTarget,nonTargetFace2Right-Practice.png,179,38
Object,Face,long,Right,nonTarget,nonTargetFace6Right-Practice.png,179,42
Object,Object,short,Center,Target,targetObject2Center-Practice.png,180,116
Object,Object,long,Right,nonTarget,nonTargetObject10Right-Practice.png,180,100
Object,Face,long,Right,nonTarget,nonTargetFace15Right-Practice.png,180,51
Object,Object,long,Right,nonTarget,nonTargetObject14Right-Practice.png,180,104
Object,Object,long,Right,nonTarget,nonTargetObject1Right-Practice.png,180,91
Object,Face,short,Left,nonTarget,nonTargetFace3Left-Practice.png,180,21
Object,Face,short,Right,nonTarget,nonTargetFace4Right-Practice.png,180,40
Object,Face,long,Right,nonTarget,nonTargetFace11Right-Practice.png,180,47
Object,Object,short,Right,nonTarget,nonTargetObject8Right-Practice.png,180,98
Object,Object,short,Left,Target,targetObject1Left-Practice.png,180,117
Object,Face,long,Left,nonTarget,nonTargetFace6Left-Practice.png,180,24
Object,Object,long,Left,nonTarget,nonTargetObject8Left-Practice.png,180,80
Object,Object,long,Left,nonTarget,nonTargetObject15Left-Practice.png,180,87
Object,Face,short,Right,nonTarget,nonTargetFace13Right-Practice.png,180,49
Object,Face,short,Center,nonTarget,nonTargetFace16Center-Practice.png,181,16
Object,Object,short,Right,nonTarget,nonTargetObject4Right-Practice.png,181,94
Object,Object,long,Center,nonTarget,nonTargetObject4Center-Practice.png,181,58
Object,Object,short,Center,nonTarget,nonTargetObject8Center-Practice.png,181,62
Object,Object,long,Left,nonTarget,nonTargetObject7Left-Practice.png,181,79
Object,Object,long,Right,nonTarget,nonTargetObject17Right-Practice.png,181,107
Object,Face,long,Center,nonTarget,nonTargetFace4Center-Practice.png,181,4
Object,Face,short,Left,nonTarget,nonTargetFace10Left-Practice.png,181,28
Object,Object,long,Right,Target,targetObject1Right-Practice.png,181,119
Object,Object,long,Left,nonTarget,nonTargetObject9Left-Practice.png,181,81
Object,Face,long,Left,nonTarget,nonTargetFace18Left-Practice.png,181,36
Object,Face,short,Left,nonTarget,nonTargetFace17Left-Practice.png,181,35
Object,Object,long,Center,Target,targetObject2Center-Practice.png,181,116
Object,Face,short,Right,nonTarget,nonTargetFace10Right-Practice.png,181,46
Object,Object,short,Center,nonTarget,nonTargetObject14Center-Practice.png,182,68
Object,Object,long,Left,Target,targetObject2Left-Practice.png,182,118
Object,Face,short,Right,nonTarget,nonTargetFace1Right-Practice.png,182,37
Object,Object,long,Right,Target,targetObject1Right-Practice.png,182,119
Object,Object,short,Left,nonTarget,nonTargetObject15Left-Practice.png,182,87
Object,Face,short,Center,nonTarget,nonTargetFace7Center-Practice.png,182,7
Object,Face,long,Left,nonTarget,nonTargetFace12Left-Practice.png,182,30
Object,Object,long,Right,nonTarget,nonTargetObject11Right-Practice.png,182,101
Object,Face,long,Left,nonTarget,nonTargetFace15Left-Practice.png,182,33
Object,Object,short,Center,nonTarget,nonTargetObject4Center-Practice.png,182,58
Object,Face,short,Center,nonTarget,nonTargetFace5Center-Practice.png,182,5
Object,Face,short,Center,nonTarget,nonTargetFace12Center-Practice.png,182,12
Object,Object,short,Left,nonTarget,nonTargetObject4Left-Practice.png,182,76
Object,Object,long,Left,nonTarget,nonTargetObject12Left-Practice.png,182,84
Object,Face,short,Right,nonTarget,nonTargetFace12Right-Practice.png,183,48
Object,Object,long,Left,nonTarget,nonTargetObject9Left-Practice.png,183,81
Object,Face,long,Right,nonTarget,nonTargetFace5Right-Practice.png,183,41
Object,Face,short,Right,nonTarget,nonTargetFace4Right-Practice.png,183,40
Object,Face,short,Left,nonTarget,nonTargetFace4Left-Practice.png,183,22
Object,Object,long,Center,Target,targetObject2Center-Practice.png,183,116
Object,Object,long,Right,nonTarget,nonTargetObject1Right-Practice.png,183,91
Object,Face,long,Right,nonTarget,nonTargetFace6Right-Practice.png,183,42
Object,Object,short,Center,nonTarget,nonTargetObject9Center-Practice.png,183,63
Object,Face,short,Right,nonTarget,nonTargetFace18Right-Practice.png,183,54
Object,Object,long,Left,nonTarget,nonTargetObject4Left-Practice.png,183,76
Object,Object,short,Left,nonTarget,nonTargetObject11Left-Practice.png,183,83
Object,Object,short,Right,Target,targetObject1Right-Practice.png,183,119
Object,Object,long,Center,nonTarget,nonTargetObject1Center-Practice.png,183,55
Object,Face,long,Left,nonTarget,nonTargetFace16Left-Practice.png,184,34
Object,Object,long,Right,nonTarget,nonTargetObject14Right-Practice.png,184,104
Object,Object,short,Left,nonTarget,nonTargetObject15Left-Practice.png,184,87
Object,Face,short,Center,nonTarget,nonTargetFace8Center-Practice.png,184,8
Object,Object,long,Right,nonTarget,nonTargetObject3Right-Practice.png,184,93
Object,Face,short,Left,nonTarget,nonTargetFace14Left-Practice.png,184,32
Object,Object,long,Right,nonTarget,nonTargetObject7Right-Practice.png,184,97
Object,Face,long,Center,nonTarget,nonTargetFace10Center-Practice.png,184,10
Object,Object,long,Left,nonTarget,nonTargetObject5Left-Practice.png,184,77
Object,Object,long,Left,Target,targetObject1Left-Practice.png,184,117
Object,Object,long,Center,nonTarget,nonTargetObject1Center-Practice.png,184,55
Object,Object,short,Left,Target,targetObject2Left-Practice.png,184,118
Object,Face,long,Left,nonTarget,nonTargetFace10Left-Practice.png,184,28
Object,Face,long,Left,nonTarget,nonTargetFace13Left-Practice.png,184,31
Object,Object,long,Right,nonTarget,nonTargetObject10Right-Practice.png,185,100
Object,Face,long,Right,nonTarget,nonTargetFace4Right-Practice.png,185,40
Object,Face,short,Right,nonTarget,nonTargetFace8Right-Practice.png,185,44
Object,Object,short,Right,nonTarget,nonTargetObject3Right-Practice.png,185,93
Object,Object,short,Right,nonTarget,nonTargetObject2Right-Practice.png,185,92
Object,Face,short,Right,nonTarget,nonTargetFace10Right-Practice.png,185,46
Object,Object,short,Center,Target,targetObject1Center-Practice.png,185,115
Object,Object,long,Right,Target,targetObject2Right-Practice.png,185,120
Object,Object,short,Right,nonTarget,nonTargetObject14Right-Practice.png,185,104
Object,Face,short,Center,nonTarget,nonTargetFace18Center-Practice.png,185,18
Object,Object,short,Center,nonTarget,nonTargetObject10Center-Practice.png,185,64
Object,Object,short,Left,nonTarget,nonTargetObject18Left-Practice.png,185,90
Object,Face,short,Center,nonTarget,nonTargetFace14Center-Practice.png,185,14
Object,Face,long,Right,nonTarget,nonTargetFace14Right-Practice.png,185,50
Object,Face,long,Left,nonTarget,nonTargetFace14Left-Practice.png,186,32
Object,Object,short,Center,nonTarget,nonTargetObject11Center-Practice.png,186,65
Object,Object,long,Center,nonTarget,nonTargetObject3Center-Practice.png,186,57
Object,Object,long,Left,nonTarget,nonTargetObject10Left-Practice.png,186,82
Object,Face,long,Right,nonTarget,nonTargetFace1Right-Practice.png,186,37
Object,Object,short,Right,nonTarget,nonTargetObject10Right-Practice.png,186,100
Object,Object,long,Center,nonTarget,nonTargetObject6Center-Practice.png,186,60
Object,Face,long,Left,nonTarget,nonTargetFace18Left-Practice.png,186,36
Object,Face,short,Right,nonTarget,nonTargetFace2Right-Practice.png,186,38
Object,Object,short,Left,Target,targetObject2Left-Practice.png,186,118
Object,Object,short,Center,Target,targetObject1Center-Practice.png,186,115
Object,Face,short,Left,nonTarget,nonTargetFace9Left-Practice.png,186,27
Object,Face,long,Right,nonTarget,nonTargetFace17Right-Practice.png,186,53
Object,Object,short,Center,nonTarget,nonTargetObject12Center-Practice.png,186,66
Object,Face,long,Right,nonTarget,nonTargetFace6Right-Practice.png,187,42
Object,Object,long,Center,nonTarget,nonTargetObject3Center-Practice.png,187,57
Object,Object,long,Left,nonTarget,nonTargetObject17Left-Practice.png,187,89
Object,Object,long,Center,nonTarget,nonTargetObject10Center-Practice.png,187,64
Object,Face,long,Right,nonTarget,nonTargetFace1Right-Practice.png,187,37
Object,Face,short,Center,nonTarget,nonTargetFace16Center-Practice.png,187,16
Object,Object,short,Right,Target,targetObject1Right-Practice.png,187,119
Object,Object,short,Left,Target,targetObject2Left-Practice.png,187,118
Object,Object,long,Right,nonTarget,nonTargetObject10Right-Practice.png,187,100
Object,Face,long,Left,nonTarget,nonTargetFace7Left-Practice.png,187,25
Object,Object,short,Center,nonTarget,nonTargetObject13Center-Practice.png,187,67
Object,Face,short,Center,nonTarget,nonTargetFace12Center-Practice.png,187,12
Object,Face,short,Right,nonTarget,nonTargetFace13Right-Practice.png,187,49
Object,Object,long,Center,nonTarget,nonTargetObject17Center-Practice.png,187,71
Object,Face,long,Right,nonTarget,nonTargetFace12Right-Practice.png,188,48
Object,Object,short,Left,nonTarget,nonTargetObject4Left-Practice.png,188,76
Object,Face,short,Left,nonTarget,nonTargetFace13Left-Practice.png,188,31
Object,Object,short,Left,Target,targetObject2Left-Practice.png,188,118
Object,Object,long,Left,nonTarget,nonTargetObject9Left-Practice.png,188,81
Object,Face,short,Center,nonTarget,nonTargetFace10Center-Practice.png,188,10
Object,Face,long,Center,nonTarget,nonTargetFace11Center-Practice.png,188,11
Object,Object,short,Right,nonTarget,nonTargetObject6Right-Practice.png,188,96
Object,Object,short,Right,nonTarget,nonTargetObject12Right-Practice.png,188,102
Object,Face,long,Left,nonTarget,nonTargetFace6Left-Practice.png,188,24
Object,Object,short,Left,Target,targetObject1Left-Practice.png,188,117
Object,Face,long,Center,nonTarget,nonTargetFace9Center-Practice.png,188,9
Object,Object,long,Left,nonTarget,nonTargetObject7Left-Practice.png,188,79
Object,Object,long,Left,nonTarget,nonTargetObject2Left-Practice.png,188,74
Object,Object,long,Center,nonTarget,nonTargetObject5Center-Practice.png,189,59
Object,Face,long,Left,nonTarget,nonTargetFace11Left-Practice.png,189,29
Object,Object,short,Right,Target,targetObject2Right-Practice.png,189,120
Object,Object,long,Center,nonTarget,nonTargetObject9Center-Practice.png,189,63
Object,Face,long,Center,nonTarget,nonTargetFace17Center-Practice.png,189,17
Object,Object,short,Center,nonTarget,nonTargetObject3Center-Practice.png,189,57
Object,Object,long,Left,nonTarget,nonTargetObject15Left-Practice.png,189,87
Object,Object,long,Right,nonTarget,nonTargetObject4Right-Practice.png,189,94
Object,Object,short,Right,Target,targetObject1Right-Practice.png,189,119
Object,Face,short,Right,nonTarget,nonTargetFace13Right-Practice.png,189,49
Object,Face,short,Left,nonTarget,nonTargetFace1Left-Practice.png,189,19
Object,Face,long,Left,nonTarget,nonTargetFace2Left-Practice.png,189,20
Object,Face,long,Right,nonTarget,nonTargetFace2Right-Practice.png,189,38
Object,Object,long,Left,nonTarget,nonTargetObject17Left-Practice.png,189,89
Object,Face,long,Center,nonTarget,nonTargetFace17Center-Practice.png,190,17
Object,Object,short,Right,nonTarget,nonTargetObject18Right-Practice.png,190,108
Object,Object,long,Right,nonTarget,nonTargetObject1Right-Practice.png,190,91
Object,Object,long,Right,nonTarget,nonTargetObject17Right-Practice.png,190,107
Object,Face,short,Left,nonTarget,nonTargetFace8Left-Practice.png,190,26
Object,Object,long,Right,nonTarget,nonTargetObject5Right-Practice.png,190,95
Object,Face,short,Left,nonTarget,nonTargetFace7Left-Practice.png,190,25
Object,Object,short,Center,Target,targetObject2Center-Practice.png,190,116
Object,Object,long,Left,nonTarget,nonTargetObject10Left-Practice.png,190,82
Object,Face,long,Left,nonTarget,nonTargetFace2Left-Practice.png,190,20
Object,Object,short,Center,Target,targetObject1Center-Practice.png,190,115
Object,Face,long,Center,nonTarget,nonTargetFace6Center-Practice.png,190,6
Object,Face,long,Center,nonTarget,nonTargetFace12Center-Practice.png,190,12
Object,Object,long,Center,nonTarget,nonTargetObject18Center-Practice.png,190,72
Object,Object,short,Center,nonTarget,nonTargetObject17Center-Practice.png,191,71
Object,Face,short,Right,nonTarget,nonTargetFace4Right-Practice.png,191,40
Object,Face,short,Right,nonTarget,nonTargetFace6Right-Practice.png,191,42
Object,Object,short,Center,Target,targetObject1Center-Practice.png,191,115
Object,Face,short,Left,nonTarget,nonTargetFace14Left-Practice.png,191,32
Object,Object,short,Left,nonTarget,nonTargetObject4Left-Practice.png,191,76
Object,Face,long,Center,nonTarget,nonTargetFace5Center-Practice.png,191,5
Object,Face,long,Left,nonTarget,nonTargetFace18Left-Practice.png,191,36
Object,Object,short,Right,nonTarget,nonTargetObject4Right-Practice.png,191,94
Object,Object,short,Center,Target,targetObject2Center-Practice.png,191,116
Object,Object,short,Right,nonTarget,nonTargetObject9Right-Practice.png,191,99
Object,Object,long,Center,nonTarget,nonTargetObject16Center-Practice.png,191,70
Object,Face,long,Center,nonTarget,nonTargetFace6Center-Practice.png,191,6
Object,Object,short,Center,nonTarget,nonTargetObject6Center-Practice.png,191,60
Object,Object,long,Center,nonTarget,nonTargetObject4Center-Practice.png,192,58
Object,Object,short,Left,nonTarget,nonTargetObject13Left-Practice.png,192,85
Object,Object,long,Left,nonTarget,nonTargetObject5Left-Practice.png,192,77
Object,Object,short,Center,Target,targetObject1Center-Practice.png,192,115
Object,Object,long,Right,nonTarget,nonTargetObject2Right-Practice.png,192,92
Object,Face,short,Left,nonTarget,nonTargetFace2Left-Practice.png,192,20
Object,Face,long,Left,nonTarget,nonTargetFace13Left-Practice.png,192,31
Object,Object,short,Right,Target,targetObject2Right-Practice.png,192,120
Object,Face,long,Right,nonTarget,nonTargetFace9Right-Practice.png,192,45
Object,Object,long,Left,nonTarget,nonTargetObject14Left-Practice.png,192,86
Object,Face,long,Right,nonTarget,nonTargetFace1Right-Practice.png,192,37
Object,Face,short,Right,nonTarget,nonTargetFace17Right-Practice.png,192,53
Object,Face,short,Right,nonTarget,nonTargetFace3Right-Practice.png,192,39
Object,Object,long,Right,nonTarget,nonTargetObject18Right-Practice.png,192,108
Object,Face,short,Right,nonTarget,nonTargetFace8Right-Practice.png,193,44
Object,Object,short,Left,nonTarget,nonTargetObject12Left-Practice.png,193,84
Object,Object,short,Center,nonTarget,nonTargetObject12Center-Practice.png,193,66
Object,Face,short,Right,nonTarget,nonTargetFace2Right-Practice.png,193,38
Object,Face,long,Center,nonTarget,nonTargetFace14Center-Practice.png,193,14
Object,Object,long,Left,nonTarget,nonTargetObject14Left-Practice.png,193,86
Object,Face,long,Left,nonTarget,nonTargetFace10Left-Practice.png,193,28
Object,Object,short,Center,Target,targetObject2Center-Practice.png,193,116
Object,Object,short,Left,nonTarget,nonTargetObject2Left-Practice.png,193,74
Object,Face,short,Left,nonTarget,nonTargetFace1Left-Practice.png,193,19
Object,Face,short,Center,nonTarget,nonTargetFace6Center-Practice.png,193,6
Object,Object,long,Center,nonTarget,nonTargetObject8Center-Practice.png,193,62
Object,Object,short,Center,Target,targetObject1Center-Practice.png,193,115
Object,Object,long,Right,nonTarget,nonTargetObject2Right-Practice.png,193,92
Object,Object,short,Left,nonTarget,nonTargetObject9Left-Practice.png,194,81
Object,Face,short,Right,nonTarget,nonTargetFace6Right-Practice.png,194,42
Object,Object,long,Right,nonTarget,nonTargetObject11Right-Practice.png,194,101
Object,Object,short,Left,nonTarget,nonTargetObject2Left-Practice.png,194,74
Object,Object,long,Center,nonTarget,nonTargetObject10Center-Practice.png,194,64
Object,Object,short,Center,nonTarget,nonTargetObject11Center-Practice.png,194,65
Object,Face,short,Center,nonTarget,nonTargetFace1Center-Practice.png,194,1
Object,Face,long,Right,nonTarget,nonTargetFace15Right-Practice.png,194,51
Object,Object,short,Right,Target,targetObject1Right-Practice.png,194,119
Object,Object,short,Right,Target,targetObject2Right-Practice.png,194,120
Object,Face,short,Center,nonTarget,nonTargetFace4Center-Practice.png,194,4
Object,Object,long,Left,nonTarget,nonTargetObject6Left-Practice.png,194,78
Object,Face,long,Left,nonTarget,nonTargetFace15Left-Practice.png,194,33
Object,Face,short,Center,nonTarget,nonTargetFace12Center-Practice.png,194,12
Object,Object,long,Center,nonTarget,nonTargetObject14Center-Practice.png,195,68
Object,Face,long,Center,nonTarget,nonTargetFace1Center-Practice.png,195,1
Object,Object,long,Right,nonTarget,nonTargetObject13Right-Practice.png,195,103
Object,Object,long,Left,nonTarget,nonTargetObject14Left-Practice.png,195,86
Object,Object,short,Left,nonTarget,nonTargetObject5Left-Practice.png,195,77
Object,Object,short,Left,Target,targetObject1Left-Practice.png,195,117
Object,Face,short,Center,nonTarget,nonTargetFace14Center-Practice.png,195,14
Object,Face,long,Center,nonTarget,nonTargetFace5Center-Practice.png,195,5
Object,Object,long,Center,nonTarget,nonTargetObject18Center-Practice.png,195,72
Object,Face,long,Right,nonTarget,nonTargetFace18Right-Practice.png,195,54
Object,Object,short,Right,nonTarget,nonTargetObject10Right-Practice.png,195,100
Object,Face,short,Right,nonTarget,nonTargetFace8Right-Practice.png,195,44
Object,Face,long,Left,nonTarget,nonTargetFace7Left-Practice.png,195,25
Object,Object,short,Left,Target,targetObject2Left-Practice.png,195,118
Object,Object,long,Right,Target,targetObject1Right-Practice.png,196,119
Object,Face,long,Center,nonTarget,nonTargetFace14Center-Practice.png,196,14
Object,Object,long,Center,nonTarget,nonTargetObject4Center-Practice.png,196,58
Object,Object,short,Left,nonTarget,nonTargetObject2Left-Practice.png,196,74
Object,Object,short,Center,nonTarget,nonTargetObject3Center-Practice.png,196,57
Object,Object,short,Left,nonTarget,nonTargetObject15Left-Practice.png,196,87
Object,Object,long,Right,Target,targetObject2Right-Practice.png,196,120
Object,Face,short,Left,nonTarget,nonTargetFace8Left-Practice.png,196,26
Object,Face,short,Left,nonTarget,nonTargetFace5Left-Practice.png,196,23
Object,Face,long,Left,nonTarget,nonTargetFace6Left-Practice.png,196,24
Object,Face,long,Right,nonTarget,nonTargetFace4Right-Practice.png,196,40
Object,Object,short,Center,nonTarget,nonTargetObject8Center-Practice.png,196,62
Object,Object,long,Left,nonTarget,nonTargetObject11Left-Practice.png,196,83
Object,Face,long,Right,nonTarget,nonTargetFace12Right-Practice.png,196,48
Object,Face,long,Left,nonTarget,nonTargetFace4Left-Practice.png,197,22
Object,Object,short,Center,nonTarget,nonTargetObject2Center-Practice.png,197,56
Object,Face,long,Left,nonTarget,nonTargetFace3Left-Practice.png,197,21
Object,Object,long,Left,Target,targetObject2Left-Practice.png,197,118
Object,Object,short,Right,nonTarget,nonTargetObject18Right-Practice.png,197,108
Object,Face,short,Right,nonTarget,nonTargetFace2Right-Practice.png,197,38
Object,Face,short,Center,nonTarget,nonTargetFace4Center-Practice.png,197,4
Object,Object,short,Right,nonTarget,nonTargetObject14Right-Practice.png,197,104
Object,Face,short,Right,nonTarget,nonTargetFace7Right-Practice.png,197,43
Object,Face,short,Left,nonTarget,nonTargetFace11Left-Practice.png,197,29
Object,Object,long,Left,nonTarget,nonTargetObject5Left-Practice.png,197,77
Object,Object,long,Left,Target,targetObject1Left-Practice.png,197,117
Object,Object,short,Right,nonTarget,nonTargetObject2Right-Practice.png,197,92
Object,Object,short,Center,nonTarget,nonTargetObject15Center-Practice.png,197,69
Object,Object,long,Left,Target,targetObject2Left-Practice.png,198,118
Object,Object,long,Right,nonTarget,nonTargetObject2Right-Practice.png,198,92
Object,Face,long,Right,nonTarget,nonTargetFace7Right-Practice.png,198,43
Object,Face,long,Left,nonTarget,nonTargetFace17Left-Practice.png,198,35
Object,Object,short,Left,Target,targetObject1Left-Practice.png,198,117
Object,Face,short,Left,nonTarget,nonTargetFace3Left-Practice.png,198,21
Object,Object,long,Center,nonTarget,nonTargetObject4Center-Practice.png,198,58
Object,Object,short,Right,nonTarget,nonTargetObject11Right-Practice.png,198,101
Object,Object,short,Center,nonTarget,nonTargetObject7Center-Practice.png,198,61
Object,Face,short,Right,nonTarget,nonTargetFace17Right-Practice.png,198,53
Object,Face,long,Center,nonTarget,nonTargetFace8Center-Practice.png,198,8
Object,Face,long,Center,nonTarget,nonTargetFace17Center-Practice.png,198,17
Object,Object,short,Left,nonTarget,nonTargetObject11Left-Practice.png,198,83
Object,Object,long,Right,nonTarget,nonTargetObject5Right-Practice.png,198,95
Object,Face,long,Left,nonTarget,nonTargetFace18Left-Practice.png,199,36
Object,Object,long,Left,nonTarget,nonTargetObject10Left-Practice.png,199,82
Object,Object,long,Left,nonTarget,nonTargetObject14Left-Practice.png,199,86
Object,Face,short,Right,nonTarget,nonTargetFace13Right-Practice.png,199,49
Object,Face,short,Center,nonTarget,nonTargetFace3Center-Practice.png,199,3
Object,Face,short,Right,nonTarget,nonTargetFace7Right-Practice.png,199,43
Object,Object,short,Center,nonTarget,nonTargetObject12Center-Practice.png,199,66
Object,Object,short,Left,Target,targetObject2Left-Practice.png,199,118
Object,Object,short,Left,nonTarget,nonTargetObject11Left-Practice.png,199,83
Object,Object,short,Right,Target,targetObject1Right-Practice.png,199,119
Object,Object,long,Right,nonTarget,nonTargetObject13Right-Practice.png,199,103
Object,Face,short,Left,nonTarget,nonTargetFace10Left-Practice.png,199,28
Object,Face,long,Center,nonTarget,nonTargetFace10Center-Practice.png,199,10
Object,Object,long,Left,nonTarget,nonTargetObject5Left-Practice.png,199,77
Object,Face,short,Left,nonTarget,nonTargetFace4Left-Practice.png,200,22
Object,Face,short,Right,nonTarget,nonTargetFace13Right-Practice.png,200,49
Object,Object,short,Left,nonTarget,nonTargetObject11Left-Practice.png,200,83
Object,Object,long,Right,nonTarget,nonTargetObject7Right-Practice.png,200,97
Object,Object,short,Left,nonTarget,nonTargetObject7Left-Practice.png,200,79
Object,Face,short,Center,nonTarget,nonTargetFace14Center-Practice.png,200,14
Object,Object,short,Center,Target,targetObject1Center-Practice.png,200,115
Object,Face,long,Right,nonTarget,nonTargetFace17Right-Practice.png,200,53
Object,Object,long,Left,nonTarget,nonTargetObject2Left-Practice.png,200,74
Object,Object,long,Right,Target,targetObject2Right-Practice.png,200,120
